match_id,family,estimand,estimate,ci_low,ci_high,valid,attempted
POOLED,primary,D3,0.05483035837879574,0.0469310884192384,0.06401194539410665,2000,2000
POOLED,primary,D4,0.048976729558423304,0.040486588997968885,0.057160371042246715,2000,2000
POOLED,primary,D5,0.04113842215352213,0.033195700866067185,0.04923790639714843,2000,2000
POOLED,primary,D6,0.04333524495316826,0.034762145710195654,0.052320471905819246,2000,2000
POOLED,primary,D7,0.03629394880030888,0.028150911552564804,0.04494307081657929,2000,2000
POOLED,primary,D8,0.04135744256049624,0.033045267348803684,0.04996666298807515,2000,2000
POOLED,primary,D9,0.05926128333002931,0.05039647935539391,0.06857431324007264,2000,2000
POOLED,primary,D10,0.0617122575308128,0.051580449070455586,0.07202983180633735,2000,2000
POOLED,primary,near,0.09358516867918076,0.08609810338212658,0.10154158827109479,2000,2000
POOLED,primary,middle,0.04243608636635565,0.036196414511871305,0.04899689259827471,2000,2000
POOLED,primary,far,0.05411032780711278,0.046499801052127726,0.061884212216633386,2000,2000
POOLED,primary,near_minus_middle,0.05114908231282511,0.045948170446903414,0.056419293773982526,2000,2000
POOLED,secondary,D1,0.11340998139190994,0.10427603156693639,0.12292249858702799,2000,2000
POOLED,secondary,D2,0.07260444090564536,0.06424933345671854,0.08111828257513856,2000,2000
POOLED,secondary,D3,0.06589542595742884,0.057729262490179026,0.07418974395164889,2000,2000
POOLED,secondary,D4,0.06271085477319382,0.05440465934122626,0.0711656698259988,2000,2000
POOLED,secondary,D5,0.05778082348191038,0.05006022946846025,0.06610876399061061,2000,2000
POOLED,secondary,D6,0.05869300047628956,0.050205516212020816,0.06681729154267722,2000,2000
POOLED,secondary,D7,0.05619203708717632,0.04816139650331039,0.06434955366867696,2000,2000
POOLED,secondary,D8,0.05734627636331634,0.049229079754118485,0.06550136565426844,2000,2000
POOLED,secondary,D9,0.06680695234134798,0.05825324909273317,0.07555037093899139,2000,2000
POOLED,secondary,D10,0.07085726213484542,0.061188735757925,0.08013216097094825,2000,2000
POOLED,secondary,near,0.08396994941832804,0.07612301179289446,0.09191304977226004,2000,2000
POOLED,secondary,middle,0.05884417895464252,0.05109169934623598,0.06629489726381378,2000,2000
POOLED,secondary,far,0.06500349694650324,0.05656571947419992,0.07278930587690623,2000,2000
POOLED,secondary,near_minus_middle,0.02512577046368552,0.021984437852652753,0.02829589554682827,2000,2000
POOLED,trimmed,D1,0.1516054723427825,0.14223775224789545,0.16166498788053868,2000,2000
POOLED,trimmed,D2,0.07865773146157365,0.06991102137260374,0.08809288387196235,2000,2000
POOLED,trimmed,D3,0.05990903358071095,0.05161967969840763,0.06864775834862874,2000,2000
POOLED,trimmed,D4,0.05608272915015422,0.047230635604199205,0.06461230948932023,2000,2000
POOLED,trimmed,D5,0.0499122798716619,0.04179850912017299,0.058340469881873525,2000,2000
POOLED,trimmed,D6,0.04954992452166397,0.04025458137292095,0.059368684564618614,2000,2000
POOLED,trimmed,D7,0.04371099250513931,0.03540987163704636,0.05256485457483683,2000,2000
POOLED,trimmed,D8,0.04752193913063668,0.03848199422152689,0.056596572404352674,2000,2000
POOLED,trimmed,D9,0.06511371770723909,0.055895194959608235,0.07475710454732303,2000,2000
POOLED,trimmed,D10,0.07137595759943607,0.06095106719567451,0.0818378434201527,2000,2000
POOLED,trimmed,near,0.09672407912835569,0.08997613528428221,0.10374997457960494,2000,2000
POOLED,trimmed,middle,0.049813981512154853,0.043350742370422815,0.056683450427825535,2000,2000
POOLED,trimmed,far,0.06133720481243728,0.05347252474912004,0.0691789097763107,2000,2000
POOLED,trimmed,near_minus_middle,0.04691009761620084,0.0416119243316379,0.0521951904242226,2000,2000
