analysis,outer_heldout_match,model,inner_heldout_match,alpha,MAE,constant_features_removed,solver
primary_K3_2s,J03WQQ,B6,J03WMX,0.1,2.1072019229762944,0,solve
primary_K3_2s,J03WQQ,B6,J03WMX,1.0,2.107200215707868,0,solve
primary_K3_2s,J03WQQ,B6,J03WMX,10.0,2.10718550789897,0,solve
primary_K3_2s,J03WQQ,B6,J03WMX,100.0,2.1071082576462943,0,solve
primary_K3_2s,J03WQQ,B6,J03WN1,0.01,1.911013617173455,0,solve
primary_K3_2s,J03WQQ,B6,J03WN1,0.1,1.9110168810915522,0,solve
primary_K3_2s,J03WQQ,B6,J03WN1,1.0,1.9110495262682405,0,solve
primary_K3_2s,J03WQQ,B6,J03WN1,10.0,1.9113773220745311,0,solve
primary_K3_2s,J03WQQ,B6,J03WN1,100.0,1.9140905473858085,0,solve
primary_K3_2s,J03WQQ,B6,J03WOH,0.01,2.095185230168182,0,solve
primary_K3_2s,J03WQQ,B6,J03WOH,0.1,2.0951824413715423,0,solve
primary_K3_2s,J03WQQ,B6,J03WOH,1.0,2.0951549824884714,0,solve
primary_K3_2s,J03WQQ,B6,J03WOH,10.0,2.0949127051378036,0,solve
primary_K3_2s,J03WQQ,B6,J03WOH,100.0,2.0939489516077647,0,solve
primary_K3_2s,J03WQQ,B6,J03WOY,0.01,2.113521658786362,0,solve
primary_K3_2s,J03WQQ,B6,J03WOY,0.1,2.1135225797216624,0,solve
primary_K3_2s,J03WQQ,B6,J03WOY,1.0,2.113531766260399,0,solve
primary_K3_2s,J03WQQ,B6,J03WOY,10.0,2.113623182080822,0,solve
primary_K3_2s,J03WQQ,B6,J03WOY,100.0,2.1145216289789803,0,solve
primary_K3_2s,J03WQQ,B6,J03WPY,0.01,2.0756322713315196,0,solve
primary_K3_2s,J03WQQ,B6,J03WPY,0.1,2.0756339116377793,0,solve
primary_K3_2s,J03WQQ,B6,J03WPY,1.0,2.0756503342969768,0,solve
primary_K3_2s,J03WQQ,B6,J03WPY,10.0,2.075815510630139,0,solve
primary_K3_2s,J03WQQ,B6,J03WPY,100.0,2.077451269936331,0,solve
primary_K3_2s,J03WQQ,B6,J03WR9,0.01,2.1280227980152344,0,solve
primary_K3_2s,J03WQQ,B6,J03WR9,0.1,2.128023341338435,0,solve
primary_K3_2s,J03WQQ,B6,J03WR9,1.0,2.12802873370787,0,solve
primary_K3_2s,J03WQQ,B6,J03WR9,10.0,2.1280789535813485,0,solve
primary_K3_2s,J03WQQ,B6,J03WR9,100.0,2.128481565985601,0,solve
primary_K3_2s,J03WQQ,B7,J03WMX,0.01,2.103264551315813,0,solve
primary_K3_2s,J03WQQ,B7,J03WMX,0.1,2.103264266263072,0,solve
primary_K3_2s,J03WQQ,B7,J03WMX,1.0,2.1032614785468287,0,solve
primary_K3_2s,J03WQQ,B7,J03WMX,10.0,2.1032336232836046,0,solve
primary_K3_2s,J03WQQ,B7,J03WMX,100.0,2.1031145364678214,0,solve
primary_K3_2s,J03WQQ,B7,J03WN1,0.01,1.9140714332384965,0,solve
primary_K3_2s,J03WQQ,B7,J03WN1,0.1,1.9140742256988228,0,solve
primary_K3_2s,J03WQQ,B7,J03WN1,1.0,1.9141022100654759,0,solve
primary_K3_2s,J03WQQ,B7,J03WN1,10.0,1.9143831548560049,0,solve
primary_K3_2s,J03WQQ,B7,J03WN1,100.0,1.9168336160225148,0,solve
primary_K3_2s,J03WQQ,B7,J03WOH,0.01,2.090645521443641,0,solve
primary_K3_2s,J03WQQ,B7,J03WOH,0.1,2.0906436205184735,0,solve
primary_K3_2s,J03WQQ,B7,J03WOH,1.0,2.0906248434284236,0,solve
primary_K3_2s,J03WQQ,B7,J03WOH,10.0,2.090462725513983,0,solve
primary_K3_2s,J03WQQ,B7,J03WOH,100.0,2.089980093080829,0,solve
primary_K3_2s,J03WQQ,B7,J03WOY,0.01,2.1076152462230042,0,solve
primary_K3_2s,J03WQQ,B7,J03WOY,0.1,2.1076164280175105,0,solve
primary_K3_2s,J03WQQ,B7,J03WOY,1.0,2.1076282203472956,0,solve
primary_K3_2s,J03WQQ,B7,J03WOY,10.0,2.1077457637528587,0,solve
primary_K3_2s,J03WQQ,B7,J03WOY,100.0,2.108838877225954,0,solve
primary_K3_2s,J03WQQ,B7,J03WPY,0.01,2.073406573237536,0,solve
primary_K3_2s,J03WQQ,B7,J03WPY,0.1,2.0734078956563247,0,solve
primary_K3_2s,J03WQQ,B7,J03WPY,1.0,2.0734211792501522,0,solve
primary_K3_2s,J03WQQ,B7,J03WPY,10.0,2.073554933408681,0,solve
primary_K3_2s,J03WQQ,B7,J03WPY,100.0,2.074890846332547,0,solve
primary_K3_2s,J03WQQ,B7,J03WR9,0.01,2.129092739547123,0,solve
primary_K3_2s,J03WQQ,B7,J03WR9,0.1,2.129093014394121,0,solve
primary_K3_2s,J03WQQ,B7,J03WR9,1.0,2.1290957293206594,0,solve
primary_K3_2s,J03WQQ,B7,J03WR9,10.0,2.1291202797751194,0,solve
primary_K3_2s,J03WQQ,B7,J03WR9,100.0,2.1292635691834825,0,solve
primary_K3_2s,J03WR9,B4,J03WMX,0.01,2.1127810489697385,0,solve
primary_K3_2s,J03WR9,B4,J03WMX,0.1,2.1127805752672155,0,solve
primary_K3_2s,J03WR9,B4,J03WMX,1.0,2.1127758495525777,0,solve
primary_K3_2s,J03WR9,B4,J03WMX,10.0,2.1127298546638196,0,solve
primary_K3_2s,J03WR9,B4,J03WMX,100.0,2.1124923434627907,0,solve
primary_K3_2s,J03WR9,B4,J03WN1,0.01,1.915609619862195,0,solve
primary_K3_2s,J03WR9,B4,J03WN1,0.1,1.9156123525549589,0,solve
primary_K3_2s,J03WR9,B4,J03WN1,1.0,1.9156396346456883,0,solve
primary_K3_2s,J03WR9,B4,J03WN1,10.0,1.915909581814607,0,solve
primary_K3_2s,J03WR9,B4,J03WN1,100.0,1.9184025492627108,0,solve
primary_K3_2s,J03WR9,B4,J03WOH,0.01,2.1100801228126023,0,solve
primary_K3_2s,J03WR9,B4,J03WOH,0.1,2.110078410346597,0,solve
primary_K3_2s,J03WR9,B4,J03WOH,1.0,2.110061505608105,0,solve
primary_K3_2s,J03WR9,B4,J03WOH,10.0,2.1099209993233607,0,solve
primary_K3_2s,J03WR9,B4,J03WOH,100.0,2.109570275463891,0,solve
primary_K3_2s,J03WR9,B4,J03WOY,0.01,2.118824613864856,0,solve
primary_K3_2s,J03WR9,B4,J03WOY,0.1,2.118825346585308,0,solve
primary_K3_2s,J03WR9,B4,J03WOY,1.0,2.118832663150274,0,solve
primary_K3_2s,J03WR9,B4,J03WOY,10.0,2.1189077100445446,0,solve
primary_K3_2s,J03WR9,B4,J03WOY,100.0,2.1196457780584383,0,solve
primary_K3_2s,J03WR9,B4,J03WPY,0.01,2.073012465137488,0,solve
primary_K3_2s,J03WR9,B4,J03WPY,0.1,2.0730136896599145,0,solve
primary_K3_2s,J03WR9,B4,J03WPY,1.0,2.0730259345132342,0,solve
primary_K3_2s,J03WR9,B4,J03WPY,10.0,2.073149755859458,0,solve
primary_K3_2s,J03WR9,B4,J03WPY,100.0,2.074446676330246,0,solve
primary_K3_2s,J03WR9,B4,J03WQQ,0.01,2.232963949653685,0,solve
primary_K3_2s,J03WR9,B4,J03WQQ,0.1,2.232963952759274,0,solve
primary_K3_2s,J03WR9,B4,J03WQQ,1.0,2.2329639848767333,0,solve
primary_K3_2s,J03WR9,B4,J03WQQ,10.0,2.232966147642647,0,solve
primary_K3_2s,J03WR9,B4,J03WQQ,100.0,2.2330735639920385,0,solve
primary_K3_2s,J03WR9,B5,J03WMX,0.01,2.110605355369336,0,solve
primary_K3_2s,J03WR9,B5,J03WMX,0.1,2.110605137936456,0,solve
primary_K3_2s,J03WR9,B5,J03WMX,1.0,2.1106029959970263,0,solve
primary_K3_2s,J03WR9,B5,J03WMX,10.0,2.1105823680197475,0,solve
primary_K3_2s,J03WR9,B5,J03WMX,100.0,2.110486769247437,0,solve
primary_K3_2s,J03WR9,B5,J03WN1,0.01,1.9103982421918084,0,solve
primary_K3_2s,J03WR9,B5,J03WN1,0.1,1.9104011167955588,0,solve
primary_K3_2s,J03WR9,B5,J03WN1,1.0,1.910429766774013,0,solve
primary_K3_2s,J03WR9,B5,J03WN1,10.0,1.9107086983164714,0,solve
primary_K3_2s,J03WR9,B5,J03WN1,100.0,1.9131436039336787,0,solve
primary_K3_2s,J03WR9,B5,J03WOH,0.01,2.0936662450892354,0,solve
primary_K3_2s,J03WR9,B5,J03WOH,0.1,2.0936642117910984,0,solve
primary_K3_2s,J03WR9,B5,J03WOH,1.0,2.0936441176391267,0,solve
primary_K3_2s,J03WR9,B5,J03WOH,10.0,2.093466927945601,0,solve
primary_K3_2s,J03WR9,B5,J03WOH,100.0,2.0928834865350443,0,solve
primary_K3_2s,J03WR9,B5,J03WOY,0.01,2.1089964983910856,0,solve
primary_K3_2s,J03WR9,B5,J03WOY,0.1,2.1089973088069924,0,solve
primary_K3_2s,J03WR9,B5,J03WOY,1.0,2.1090054881370417,0,solve
primary_K3_2s,J03WR9,B5,J03WOY,10.0,2.1090865064105664,0,solve
primary_K3_2s,J03WR9,B5,J03WOY,100.0,2.1098282516792084,0,solve
primary_K3_2s,J03WR9,B5,J03WPY,0.01,2.0784279212780716,0,solve
primary_K3_2s,J03WR9,B5,J03WPY,0.1,2.078429682715517,0,solve
primary_K3_2s,J03WR9,B5,J03WPY,1.0,2.07844727661978,0,solve
primary_K3_2s,J03WR9,B5,J03WPY,10.0,2.078621240978392,0,solve
primary_K3_2s,J03WR9,B5,J03WPY,100.0,2.080346037496839,0,solve
primary_K3_2s,J03WR9,B5,J03WQQ,0.01,2.225583223010597,0,solve
primary_K3_2s,J03WR9,B5,J03WQQ,0.1,2.225582871080224,0,solve
primary_K3_2s,J03WR9,B5,J03WQQ,1.0,2.22557940251521,0,solve
primary_K3_2s,J03WR9,B5,J03WQQ,10.0,2.2255490420767026,0,solve
primary_K3_2s,J03WR9,B5,J03WQQ,100.0,2.225535339821179,0,solve
primary_K3_2s,J03WR9,B6,J03WMX,0.01,2.1089710316120986,0,solve
primary_K3_2s,J03WR9,B6,J03WMX,0.1,2.1089708813537014,0,solve
primary_K3_2s,J03WR9,B6,J03WMX,1.0,2.1089693656015167,0,solve
primary_K3_2s,J03WR9,B6,J03WMX,10.0,2.1089546637467262,0,solve
primary_K3_2s,J03WR9,B6,J03WMX,100.0,2.1088185314955292,0,solve
primary_K3_2s,J03WR9,B6,J03WN1,0.01,1.9108404598552582,0,solve
primary_K3_2s,J03WR9,B6,J03WN1,0.1,1.9108434592830323,0,solve
primary_K3_2s,J03WR9,B6,J03WN1,1.0,1.9108733477970565,0,solve
primary_K3_2s,J03WR9,B6,J03WN1,10.0,1.911162509346296,0,solve
primary_K3_2s,J03WR9,B6,J03WN1,100.0,1.9135823736055204,0,solve
primary_K3_2s,J03WR9,B6,J03WOH,0.01,2.096836491817973,0,solve
primary_K3_2s,J03WR9,B6,J03WOH,0.1,2.0968344099235363,0,solve
primary_K3_2s,J03WR9,B6,J03WOH,1.0,2.0968138316659046,0,solve
primary_K3_2s,J03WR9,B6,J03WOH,10.0,2.0966326616716797,0,solve
primary_K3_2s,J03WR9,B6,J03WOH,100.0,2.096017125122204,0,solve
primary_K3_2s,J03WR9,B6,J03WOY,0.01,2.1126223253848724,0,solve
primary_K3_2s,J03WR9,B6,J03WOY,0.1,2.112623332770655,0,solve
primary_K3_2s,J03WR9,B6,J03WOY,1.0,2.1126333775660764,0,solve
primary_K3_2s,J03WR9,B6,J03WOY,10.0,2.1127330268470415,0,solve
primary_K3_2s,J03WR9,B6,J03WOY,100.0,2.113630815381194,0,solve
primary_K3_2s,J03WR9,B6,J03WPY,0.01,2.0784417902813304,0,solve
primary_K3_2s,J03WR9,B6,J03WPY,0.1,2.078443316887453,0,solve
primary_K3_2s,J03WR9,B6,J03WPY,1.0,2.0784589136372533,0,solve
primary_K3_2s,J03WR9,B6,J03WPY,10.0,2.078614969056589,0,solve
primary_K3_2s,J03WR9,B6,J03WPY,100.0,2.0801772809852612,0,solve
primary_K3_2s,J03WR9,B6,J03WQQ,0.01,2.22423312990466,0,solve
primary_K3_2s,J03WR9,B6,J03WQQ,0.1,2.2242327943701268,0,solve
primary_K3_2s,J03WR9,B6,J03WQQ,1.0,2.2242294602685506,0,solve
primary_K3_2s,J03WR9,B6,J03WQQ,10.0,2.2242072655742597,0,solve
primary_K3_2s,J03WR9,B6,J03WQQ,100.0,2.224196778996294,0,solve
primary_K3_2s,J03WR9,B7,J03WMX,0.01,2.104640403549026,0,solve
primary_K3_2s,J03WR9,B7,J03WMX,0.1,2.1046400503952705,0,solve
primary_K3_2s,J03WR9,B7,J03WMX,1.0,2.1046365171185006,0,solve
primary_K3_2s,J03WR9,B7,J03WMX,10.0,2.104602147218972,0,solve
primary_K3_2s,J03WR9,B7,J03WMX,100.0,2.1044547328398995,0,solve
primary_K3_2s,J03WR9,B7,J03WN1,0.01,1.9118328000476343,0,solve
primary_K3_2s,J03WR9,B7,J03WN1,0.1,1.911835247229926,0,solve
primary_K3_2s,J03WR9,B7,J03WN1,1.0,1.9118596433659865,0,solve
primary_K3_2s,J03WR9,B7,J03WN1,10.0,1.9120977459874338,0,solve
primary_K3_2s,J03WR9,B7,J03WN1,100.0,1.9141972762436457,0,solve
primary_K3_2s,J03WR9,B7,J03WOH,0.01,2.091004980795816,0,solve
primary_K3_2s,J03WR9,B7,J03WOH,0.1,2.091003715862126,0,solve
primary_K3_2s,J03WR9,B7,J03WOH,1.0,2.0909912341805077,0,solve
primary_K3_2s,J03WR9,B7,J03WOH,10.0,2.0908819958486826,0,solve
primary_K3_2s,J03WR9,B7,J03WOH,100.0,2.090617613437481,0,solve
primary_K3_2s,J03WR9,B7,J03WOY,0.01,2.1067102173123047,0,solve
primary_K3_2s,J03WR9,B7,J03WOY,0.1,2.1067113709859036,0,solve
primary_K3_2s,J03WR9,B7,J03WOY,1.0,2.1067228897685255,0,solve
primary_K3_2s,J03WR9,B7,J03WOY,10.0,2.1068389545608035,0,solve
primary_K3_2s,J03WR9,B7,J03WOY,100.0,2.1079354364703375,0,solve
primary_K3_2s,J03WR9,B7,J03WPY,0.01,2.0761160560628147,0,solve
primary_K3_2s,J03WR9,B7,J03WPY,0.1,2.076117444012808,0,solve
primary_K3_2s,J03WR9,B7,J03WPY,1.0,2.076131299458139,0,solve
primary_K3_2s,J03WR9,B7,J03WPY,10.0,2.0762679738446903,0,solve
primary_K3_2s,J03WR9,B7,J03WPY,100.0,2.0776500619493596,0,solve
primary_K3_2s,J03WR9,B7,J03WQQ,0.01,2.2265641771248506,0,solve
primary_K3_2s,J03WR9,B7,J03WQQ,0.1,2.226563501166162,0,solve
primary_K3_2s,J03WR9,B7,J03WQQ,1.0,2.226556932553265,0,solve
primary_K3_2s,J03WR9,B7,J03WQQ,10.0,2.2264972217569547,0,solve
primary_K3_2s,J03WR9,B7,J03WQQ,100.0,2.226128521208831,0,solve
