interval_id,game,period,start_s,seconds,possession_team,defending_team,focal_player,focal_absolute_path_m,full_defending_outfield_centroid_path_m,sum_defending_outfield_paths_m,ball_path_m,focal_bin,collective_bin,team_activity_bin,ball_bin,smoothing_frames,focal_relative_path_m,focal_relative_net_x_change_m,focal_relative_net_y_change_m,focal_relative_net_displacement_m,leave_one_out_centroid_path_m,misaligned_relative_path_m,misaligned_interval_id
G1_P1_10.00_5s,1,1,10.0,5.0,Away,Home,5,15.788487800570813,8.381923975902245,115.00019951442847,38.544915270936464,2,1,1,2,7,11.107974089330686,8.798166666666674,0.3294006349206384,8.804330836169816,7.939760690246642,20.083810773964785,G1_P1_30.00_5s
G1_P1_10.00_5s,1,1,10.0,5.0,Away,Home,6,9.294480933248494,8.381923975902245,115.00019951442847,38.544915270936464,1,1,1,2,7,3.961600395002972,1.8674999999999997,-2.989107301587296,3.5245309915508596,8.356491713732423,14.833361550742689,G1_P1_30.00_5s
G1_P1_10.00_5s,1,1,10.0,5.0,Away,Home,7,11.54709871749359,8.381923975902245,115.00019951442847,38.544915270936464,1,1,1,2,7,5.074960358059299,1.0323333333333373,-1.8856723809523714,2.1497610191362444,8.158031057990488,16.68670347023199,G1_P1_30.00_5s
G1_P1_10.00_5s,1,1,10.0,5.0,Away,Home,8,11.33425061418571,8.381923975902245,115.00019951442847,38.544915270936464,1,1,1,2,7,7.314484181401675,2.153499999999994,-1.6946247619047554,2.740312999213908,8.407749571584322,18.12915481997054,G1_P1_30.00_5s
G1_P1_10.00_5s,1,1,10.0,5.0,Away,Home,9,5.2616301879530525,8.381923975902245,115.00019951442847,38.544915270936464,0,1,1,2,7,6.986077359825755,-3.720999999999993,1.4066069841269986,3.977987456968008,8.951505713823005,11.5417124377777,G1_P1_30.00_5s
G1_P1_10.00_5s,1,1,10.0,5.0,Away,Home,10,8.8166985336739,8.381923975902245,115.00019951442847,38.544915270936464,1,1,1,2,7,4.76789648452201,1.8398333333333383,-0.6782946031745993,1.9608850713747223,8.563752910710186,14.936120933433777,G1_P1_30.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,1,14.736186137638937,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,6.202280198584929,-5.561850000000007,2.525638730158743,6.108438950974131,13.885348485308368,18.80086785771588,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,2,11.743432410954004,13.882800947868315,148.45315161800866,15.246865052480402,1,2,2,0,7,3.820148344274504,0.7478166666666652,3.511314920634927,3.5900643780882127,14.164102632076098,18.273942316593107,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,3,14.332276917564643,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,2.365991701771452,-0.712683333333338,-0.12668507936508533,0.7238554019587446,13.840413920312466,21.333331446787817,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,4,14.878223905100679,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,3.631672348714557,-1.2490166666666696,1.274114920634922,1.784211720787545,13.830660212860753,21.480128707412117,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,5,12.765412301294049,13.882800947868315,148.45315161800866,15.246865052480402,1,2,2,0,7,7.340885126253,-3.4913500000000113,6.3512323809523785,7.247598055863619,14.160947080740565,15.122441510063688,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,6,12.681400041173367,13.882800947868315,148.45315161800866,15.246865052480402,1,2,2,0,7,3.609182055154215,-1.3031833333333367,0.39799428571428663,1.3626027490574837,14.059005197267169,18.650966613570073,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,7,13.183847419255217,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,5.718849286862138,1.828316666666666,-1.0262279365079365,2.0966367380355724,14.002082975083768,20.10600821479206,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,8,19.2861296313274,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,9.336334799436043,-6.801349999999992,-1.871694603174614,7.054190422015333,13.34654080292576,24.30038489685084,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,9,19.036067670096052,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,11.939116745809685,9.316316666666673,-5.529446984126995,10.83367620818909,13.656508360298869,30.173876360451214,G1_P1_35.00_5s
G1_P1_25.00_5s,1,1,25.0,5.0,Away,Home,10,15.810175183604308,13.882800947868315,148.45315161800866,15.246865052480402,2,2,2,0,7,9.277231822229739,7.2269833333333295,-5.506240634920633,9.085591561914331,14.004603037370586,26.346564772282427,G1_P1_35.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,1,8.289573136325048,8.567669120983702,110.0275486175205,45.98216308769446,1,1,1,2,7,6.692964054030917,5.171583333333331,1.8359568253968312,5.487805721627934,8.885926698626347,9.678070115730883,G1_P1_10.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,2,10.69950027655777,8.567669120983702,110.0275486175205,45.98216308769446,1,1,1,2,7,6.047963899200089,3.5390833333333305,1.7760520634920667,3.9597312752903053,8.532924880962796,12.4193504311378,G1_P1_10.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,3,8.088400017195102,8.567669120983702,110.0275486175205,45.98216308769446,1,1,1,2,7,4.713225394698604,3.3700833333333264,-2.5841511111111153,4.246798634108742,8.83052865521925,11.3628890322095,G1_P1_10.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,4,7.984878243814197,8.567669120983702,110.0275486175205,45.98216308769446,1,1,1,2,7,4.876162530984938,1.5714166666666642,0.7829282539682563,1.7556557154349917,8.849882762135405,12.279199742734749,G1_P1_10.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,5,10.650227336111477,8.567669120983702,110.0275486175205,45.98216308769446,1,1,1,2,7,8.926884039583825,-3.278083333333335,-7.155478095238106,7.8706224094229125,8.79391436648927,15.45405169515321,G1_P1_10.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,6,13.894471234486943,8.567669120983702,110.0275486175205,45.98216308769446,2,1,1,2,7,6.98331766335003,-0.6599166666666676,6.538750476190476,6.571966813430027,8.057588510828952,16.92444765500096,G1_P1_10.00_5s
G1_P1_30.00_5s,1,1,30.0,5.0,Away,Home,7,17.783848197250798,8.567669120983702,110.0275486175205,45.98216308769446,2,1,1,2,7,11.032865193000296,-0.8372499999999974,5.235201269841266,5.301728010587453,7.777304830780006,17.03250487051043,G1_P1_10.00_5s
