match_id,variable,near_median,near_q1,near_q3,middle_median,middle_q1,middle_q3,standardized_difference,matches,median_match_standardized_difference,q1_match_standardized_difference,q3_match_standardized_difference,positive_matches,negative_matches,same_sign_matches
J03WQQ,unit_depth_span_m,31.4742857047,25.3785716806,37.7914278848,31.4742857047,25.3785716806,37.7914278848,-3.48262362745e-16,9,0,-3.48262362745e-16,0,0,3,3
J03WQQ,unit_width_span_m,40.1142857415,33.2457140514,44.7685713087,40.1142857415,33.2457140514,44.7685713087,0,9,0,0,7.89271440125e-16,3,0,3
J03WR9,attacker_abs_lateral_offset_from_centroid_m,10.0146426899,4.70000000319,17.4501430137,10.0146426899,4.70000000319,17.4501430137,-1.99554850553e-16,9,0,-1.99554850553e-16,0,1,3,3
J03WR9,attacker_defender_start_distance_m,10.0882482201,5.8602697584,15.4346422998,22.452767244,16.6675123578,29.295374257,-1.4805641503,9,-1.4805641503,-1.52810032904,-1.41343213316,0,9,9
J03WR9,attacker_goalward_offset_from_centroid_m,-6.13064259461,-15.5267142977,3.48714308058,-6.13064259461,-15.5267142977,3.48714308058,0,9,0,0,7.45652679375e-17,4,2,4
J03WR9,ball_abs_lateral_offset_from_centroid_m,9.85457132629,4.04285717436,17.5958574431,9.85457132629,4.04285717436,17.5958574431,0,9,0,-2.2762364796e-16,2.28438121718e-16,3,3,3
J03WR9,ball_defender_distance_m,23.1325069343,13.3294811553,33.7907801873,23.5160943042,14.1228931393,33.1616430773,-0.000855850062246,9,-0.000855850062246,-0.029216940085,0.0157880180517,3,6,6
J03WR9,ball_goalward_offset_from_centroid_m,-6.84071422241,-19.354142814,3.57942857019,-6.84071422241,-19.354142814,3.57942857019,4.9767087199e-17,9,2.0972275832e-17,-2.50247544285e-17,3.11611781121e-17,6,3,6
J03WR9,defender_abs_lateral_offset_from_centroid_m,7.80914302553,4.11246423445,14.2592857135,7.1074285371,3.68514286498,12.6385714545,0.116737664566,9,0.0840812139496,0.033252843571,0.097744312508,9,0,9
J03WR9,defender_centroid_distance_m,14.0555089068,9.04994528069,19.281185132,12.5077137776,8.25591543395,17.6420971286,0.177201166568,9,0.166664895911,0.14947607846,0.177201166568,9,0,9
J03WR9,defender_fixed_x_m,3.60571428708,-11.8750000341,20.4357141767,3.56142858097,-12.9357144492,21.0857143402,0.00445627852382,9,0.00339160718295,-0.0202440338793,0.0181144104085,5,4,5
J03WR9,defender_fixed_y_m,-0.262857143368,-10.8614285333,9.80285739899,-0.0271428572014,-9.51857144492,9.43142850058,-0.0210452476818,9,0.0128834512765,-0.0151126624008,0.0264964923952,6,3,6
J03WR9,defender_goalward_offset_from_centroid_m,-3.25185711043,-10.5187857394,5.16528551919,1.82785716142,-7.01614353997,8.3029999154,-0.33837393481,9,-0.33837393481,-0.367985800146,-0.326760362427,0,9,9
J03WR9,defender_lateral_offset_from_centroid_m,0.0277141881841,-7.83100000897,7.74971436901,0.208428542529,-7.0025714159,7.17528573786,-0.0268113186123,9,0.0177194169715,-0.0205472626054,0.0376441023201,6,3,6
J03WR9,defender_own_goal_depth_m,49.9242857184,35.5824996403,67.6353572096,46.0242857933,31.9032140459,63.833928551,0.158645867403,9,0.151199601843,0.14722473907,0.158645867403,9,0,9
J03WR9,local_two_neighbor_mean_distance_m,10.759550148,8.01728622239,13.6702908956,10.4328695661,7.86704632701,13.187635648,0.0681971497035,9,0.0637238532167,0.0461808573277,0.0858829746789,9,0,9
J03WR9,prior_absolute_path_m,3.25598647449,2.20332976979,5.6176161395,3.26739470866,2.22354368272,5.6053234207,-0.00152729016791,9,-0.00152729016791,-0.00725503015215,0.00547821257394,4,5,5
J03WR9,prior_attacker_path_m,3.12527331956,2.09921751361,5.38080049589,3.12527331956,2.09921751361,5.38080049589,3.35785628152e-16,9,0,0,0,1,1,1
J03WR9,prior_defensive_centroid_path_m,2.6678691889,1.54447191216,4.32129885787,2.6678691889,1.54447191216,4.32129885787,0,9,0,0,0,1,0,1
J03WR9,prior_focal_relative_path_m,2.34054372512,1.48017798983,3.67655827354,2.27400522583,1.45515266277,3.5324474745,0.042553620324,9,0.042553620324,0.0330195469436,0.046608550189,9,0,9
J03WR9,prior_other_nine_mean_absolute_path_m,3.67307152237,2.51519827115,5.23814714516,3.67822315704,2.51596729391,5.23446145947,0.00022909975558,9,0.00022909975558,-0.000889792176616,0.00105653690075,5,4,5
J03WR9,prior_terminal_speed_mps,1.58597160986,1.06186381868,2.85379584999,1.5911885622,1.06545898989,2.86517136332,0.00279310220057,9,-0.00500566036727,-0.0136118063754,0.00279310220057,3,6,6
J03WR9,unit_depth_span_m,32.5685719081,27.4614284464,38.0342861755,32.5685719081,27.4614284464,38.0342861755,0,9,0,-3.48262362745e-16,0,0,3,3
J03WR9,unit_width_span_m,39.5242859977,33.6871429171,43.6457143511,39.5242859977,33.6871429171,43.6457143511,7.89271440125e-16,9,0,0,7.89271440125e-16,3,0,3
metrica_game_1,attacker_abs_lateral_offset_from_centroid_m,9.95600628571,5.05038914286,16.6888417143,9.95600628571,5.05038914286,16.6888417143,0,9,0,-1.99554850553e-16,0,1,3,3
metrica_game_1,attacker_defender_start_distance_m,10.3624297065,6.31823349558,15.068966219,21.9786904432,16.8369694875,27.9584258438,-1.58617914803,9,-1.4805641503,-1.52810032904,-1.41343213316,0,9,9
metrica_game_1,attacker_goalward_offset_from_centroid_m,-7.30881,-14.98338,2.838765,-7.30881,-14.98338,2.838765,7.70126882868e-17,9,0,0,7.45652679375e-17,4,2,4
metrica_game_1,ball_abs_lateral_offset_from_centroid_m,10.1441137143,3.72091142857,15.9721994286,10.1441137143,3.72091142857,15.9721994286,2.35916489299e-16,9,0,-2.2762364796e-16,2.28438121718e-16,3,3,3
metrica_game_1,ball_defender_distance_m,19.5138551262,11.3699312722,29.7760754408,21.3342994246,13.4440826266,29.8491131317,-0.0736389504527,9,-0.000855850062246,-0.029216940085,0.0157880180517,3,6,6
metrica_game_1,ball_goalward_offset_from_centroid_m,-9.81216,-17.27868,-1.38306,-9.81216,-17.27868,-1.38306,1.31356775411e-16,9,2.0972275832e-17,-2.50247544285e-17,3.11611781121e-17,6,3,6
metrica_game_1,defender_abs_lateral_offset_from_centroid_m,7.78493142857,3.87191028571,13.3871405714,7.10962342857,3.518728,12.4893074286,0.0896020206352,9,0.0840812139496,0.033252843571,0.097744312508,9,0,9
metrica_game_1,defender_centroid_distance_m,13.6665215967,8.72341044197,18.7605495661,12.3947116999,7.94234307578,17.4498245425,0.14947607846,9,0.166664895911,0.14947607846,0.177201166568,9,0,9
metrica_game_1,defender_fixed_x_m,2.72985,-10.0119,17.8911,1.3446,-12.174,18.2497875,0.063560506685,9,0.00339160718295,-0.0202440338793,0.0181144104085,5,4,5
metrica_game_1,defender_fixed_y_m,-1.93100571429,-13.0403114286,7.45182857143,-2.28664571429,-12.5080414286,6.65885142857,0.0304031262777,9,0.0128834512765,-0.0151126624008,0.0264964923952,6,3,6
metrica_game_1,defender_goalward_offset_from_centroid_m,-2.82987,-10.55223,3.89013,1.578165,-6.032355,8.15793,-0.381146328689,9,-0.33837393481,-0.367985800146,-0.326760362427,0,9,9
metrica_game_1,defender_lateral_offset_from_centroid_m,-0.634916,-8.00546514286,7.59713485714,-0.879900571429,-7.73163885714,6.34092228571,0.0392345844835,9,0.0177194169715,-0.0205472626054,0.0376441023201,6,3,6
metrica_game_1,defender_own_goal_depth_m,51.0993,36.92775,63.33855,46.81695,32.6228625,60.3081,0.18236417249,9,0.151199601843,0.14722473907,0.158645867403,9,0,9
metrica_game_1,local_two_neighbor_mean_distance_m,10.4586902796,7.95574471185,13.1924944265,10.0931584099,7.60029211936,12.8127923975,0.0858829746789,9,0.0637238532167,0.0461808573277,0.0858829746789,9,0,9
metrica_game_1,prior_absolute_path_m,2.97359174272,1.84550582729,5.40355214574,3.00180688902,1.87766613707,5.40220155328,-0.00401227386874,9,-0.00152729016791,-0.00725503015215,0.00547821257394,4,5,5
metrica_game_1,prior_attacker_path_m,2.81555755765,1.72686105481,4.91423551635,2.81555755765,1.72686105481,4.91423551635,0,9,0,0,0,1,1,1
metrica_game_1,prior_defensive_centroid_path_m,2.32305860821,1.16004530132,4.31291061348,2.32305860821,1.16004530132,4.31291061348,0,9,0,0,0,1,0,1
metrica_game_1,prior_focal_relative_path_m,2.03232232617,1.23156518148,3.25063366633,1.97124220008,1.23150767093,3.13866053575,0.046608550189,9,0.042553620324,0.0330195469436,0.046608550189,9,0,9
metrica_game_1,prior_other_nine_mean_absolute_path_m,3.22181963455,2.14279735714,5.03385161575,3.2341141025,2.13454841065,5.04042461928,0.000566304903316,9,0.00022909975558,-0.000889792176616,0.00105653690075,5,4,5
metrica_game_1,prior_terminal_speed_mps,1.45920478457,0.872859527703,2.70217684946,1.49204451738,0.899108322482,2.71528893125,-0.0136118063754,9,-0.00500566036727,-0.0136118063754,0.00279310220057,3,6,6
metrica_game_1,unit_depth_span_m,31.28805,25.4301,38.81055,31.28805,25.4301,38.81055,0,9,0,-3.48262362745e-16,0,0,3,3
metrica_game_1,unit_width_span_m,38.8512171429,34.3934285714,44.0590457143,38.8512171429,34.3934285714,44.0590457143,8.64871651195e-16,9,0,0,7.89271440125e-16,3,0,3
