heldout_match,feature,standardized_coefficient
J03WOH,prior_absolute_path_m,-0.0267460595801
J03WOH,prior_focal_relative_path_m,-0.00190774429063
J03WOH,prior_terminal_speed_mps,0.00789261046285
J03WOH,prior_defensive_centroid_path_m,-0.00543385952483
J03WOH,prior_other_nine_mean_absolute_path_m,0.0285288694787
J03WOH,prior_attacker_path_m,-0.000745463148457
J03WOH,local_two_neighbor_mean_distance_m,-0.0932523068574
J03WOH,unit_depth_span_m,-0.0245251468112
J03WOH,unit_width_span_m,-0.0151215578097
J03WOH,attacker_goalward_offset_from_centroid_m,0.121252967196
J03WOH,attacker_abs_lateral_offset_from_centroid_m,-0.00162240226821
J03WOY,intercept,-0.296457182774
J03WOY,defender_own_goal_depth_m,-0.038269495424
J03WOY,defender_goalward_offset_from_centroid_m,-0.397662027374
J03WOY,defender_abs_lateral_offset_from_centroid_m,0.0168703018972
J03WOY,defender_centroid_distance_m,0.174697992896
J03WOY,prior_absolute_path_m,-0.0316071625439
J03WOY,prior_focal_relative_path_m,-0.000607096552932
J03WOY,prior_terminal_speed_mps,0.0079162300334
J03WOY,prior_defensive_centroid_path_m,-0.00185894240258
J03WOY,prior_other_nine_mean_absolute_path_m,0.0291614185768
J03WOY,prior_attacker_path_m,-3.47909344266e-05
J03WOY,local_two_neighbor_mean_distance_m,-0.092724394187
J03WOY,unit_depth_span_m,-0.0282636717999
J03WOY,unit_width_span_m,-0.013311741974
J03WOY,attacker_goalward_offset_from_centroid_m,0.122231330408
J03WOY,attacker_abs_lateral_offset_from_centroid_m,-0.00198240921826
J03WPY,intercept,-0.296168763089
J03WPY,defender_own_goal_depth_m,-0.039640390687
J03WPY,defender_goalward_offset_from_centroid_m,-0.394595845397
J03WPY,defender_abs_lateral_offset_from_centroid_m,0.0111345967476
J03WPY,defender_centroid_distance_m,0.176030220214
J03WPY,prior_absolute_path_m,-0.0286732446236
J03WPY,prior_focal_relative_path_m,-0.00203496719942
J03WPY,prior_terminal_speed_mps,0.00935451132286
J03WPY,prior_defensive_centroid_path_m,0.00103030420317
J03WPY,prior_other_nine_mean_absolute_path_m,0.0231670048391
J03WPY,prior_attacker_path_m,-0.000554928717346
J03WPY,local_two_neighbor_mean_distance_m,-0.0915890840319
J03WPY,unit_depth_span_m,-0.0265420959046
J03WPY,unit_width_span_m,-0.0135796007112
J03WPY,attacker_goalward_offset_from_centroid_m,0.121505702934
J03WPY,attacker_abs_lateral_offset_from_centroid_m,-0.00219107219045
J03WQQ,intercept,-0.296040374192
J03WQQ,defender_own_goal_depth_m,-0.039346336101
J03WQQ,defender_goalward_offset_from_centroid_m,-0.391873630371
J03WQQ,defender_abs_lateral_offset_from_centroid_m,0.00489084250292
J03WQQ,defender_centroid_distance_m,0.175731412474
J03WQQ,prior_absolute_path_m,-0.03573137533
J03WQQ,prior_focal_relative_path_m,0.00180425524414
J03WQQ,prior_terminal_speed_mps,0.0119384707121
J03WQQ,prior_defensive_centroid_path_m,6.75983587656e-05
J03WQQ,prior_other_nine_mean_absolute_path_m,0.0275305614138
J03WQQ,prior_attacker_path_m,-6.40032429572e-05
J03WQQ,local_two_neighbor_mean_distance_m,-0.0868422794279
J03WQQ,unit_depth_span_m,-0.0281598729382
J03WQQ,unit_width_span_m,-0.0129142506012
J03WQQ,attacker_goalward_offset_from_centroid_m,0.121211451505
J03WQQ,attacker_abs_lateral_offset_from_centroid_m,-0.00180510148993
J03WR9,intercept,-0.295976235697
J03WR9,defender_own_goal_depth_m,-0.0366083777752
J03WR9,defender_goalward_offset_from_centroid_m,-0.391132424655
J03WR9,defender_abs_lateral_offset_from_centroid_m,0.00216275689655
J03WR9,defender_centroid_distance_m,0.181007476765
J03WR9,prior_absolute_path_m,-0.0305067609516
J03WR9,prior_focal_relative_path_m,-0.00187058082017
J03WR9,prior_terminal_speed_mps,0.009154235988
J03WR9,prior_defensive_centroid_path_m,-0.00246048283268
J03WR9,prior_other_nine_mean_absolute_path_m,0.0300407371904
J03WR9,prior_attacker_path_m,-0.00108730341248
J03WR9,local_two_neighbor_mean_distance_m,-0.091932612053
J03WR9,unit_depth_span_m,-0.0285956224336
J03WR9,unit_width_span_m,-0.0120660921388
J03WR9,attacker_goalward_offset_from_centroid_m,0.121787681748
J03WR9,attacker_abs_lateral_offset_from_centroid_m,-0.00276355983344
metrica_game_1,intercept,-0.295882835309
metrica_game_1,defender_own_goal_depth_m,-0.0396191184915
metrica_game_1,defender_goalward_offset_from_centroid_m,-0.386163015168
metrica_game_1,defender_abs_lateral_offset_from_centroid_m,0.00137762080983
metrica_game_1,defender_centroid_distance_m,0.19364160063
metrica_game_1,prior_absolute_path_m,-0.0337991882997
metrica_game_1,prior_focal_relative_path_m,-0.00336417261181
metrica_game_1,prior_terminal_speed_mps,0.0138040335651
metrica_game_1,prior_defensive_centroid_path_m,-0.00194562395506
metrica_game_1,prior_other_nine_mean_absolute_path_m,0.0281942669409
metrica_game_1,prior_attacker_path_m,-0.000981640360613
metrica_game_1,local_two_neighbor_mean_distance_m,-0.100737742574
metrica_game_1,unit_depth_span_m,-0.0283279878952
metrica_game_1,unit_width_span_m,-0.0123442048333
metrica_game_1,attacker_goalward_offset_from_centroid_m,0.120004664919
metrica_game_1,attacker_abs_lateral_offset_from_centroid_m,-0.00232612479609
metrica_game_2,intercept,-0.295853163557
metrica_game_2,defender_own_goal_depth_m,-0.0364140485821
metrica_game_2,defender_goalward_offset_from_centroid_m,-0.387217506941
metrica_game_2,defender_abs_lateral_offset_from_centroid_m,0.00836274823052
metrica_game_2,defender_centroid_distance_m,0.172535631874
metrica_game_2,prior_absolute_path_m,-0.0393878415176
metrica_game_2,prior_focal_relative_path_m,-0.00264960383174
metrica_game_2,prior_terminal_speed_mps,0.0143049050102
metrica_game_2,prior_defensive_centroid_path_m,-0.00154838740511
metrica_game_2,prior_other_nine_mean_absolute_path_m,0.0327618038103
metrica_game_2,prior_attacker_path_m,-0.000242754239584
metrica_game_2,local_two_neighbor_mean_distance_m,-0.107166628126
metrica_game_2,unit_depth_span_m,-0.0216014230315
metrica_game_2,unit_width_span_m,-0.00791420597558
metrica_game_2,attacker_goalward_offset_from_centroid_m,0.118818901337
metrica_game_2,attacker_abs_lateral_offset_from_centroid_m,-4.40769599598e-05
