replicate,primary_beta_D,remote_beta_D,trimmed_beta_D
105,0.05163972287851072,-0.022899322042400683,0.058538284905656476
106,0.15030241730295693,0.08607725417892415,0.17076128918513087
107,-0.0498264151451495,-0.12980210541021575,-0.0457225449527696
108,0.14922966725722045,0.013618630696589038,0.14580517046661387
109,0.05746646010876432,-0.027033187592350235,0.059471920965991715
110,0.11630027779979206,-0.0432824061576017,0.10701860557197876
111,0.05518710225212645,-0.0540308047124416,0.037860481724778766
112,-0.008602007147118593,-0.1262085227236343,-0.047719574143797745
113,0.23366012544309636,0.07989256737004927,0.22302380597891977
114,0.10577970943798792,-0.010584030792121207,0.10641277472338985
115,0.06999059886698687,-0.08405058012913744,0.08060050278877666
116,0.17048981644663122,0.11114222759332477,0.17161929121914807
117,0.12655579618357135,-0.03368959163311745,0.11791545377694056
118,0.08164570179779636,-0.023299493782346456,0.08437764440879232
119,0.008904016986652913,-0.19149505832578936,-0.005823641343423776
120,0.15820854939240492,0.01262043969565417,0.16384384973084812
121,0.021682557108361016,-0.11927963597747736,0.016642959605457395
122,0.07121285882624709,0.02044272369523727,0.047497959458023604
123,0.10028555454190756,-0.04474573818507103,0.13029666110502644
124,0.16190995552254028,-0.009823985238602884,0.15072595836087924
125,0.044817199564771724,-0.044615130103287236,0.02692142123694646
126,0.10299536853547434,-0.001278760347838009,0.10021326122508224
127,0.08628222930019463,-0.07058161315463009,0.0943781120202887
128,0.04156433741279994,-0.06795593957447878,0.03821321966776628
129,0.11502727232348918,0.03925530321800275,0.12775167400910747
130,0.08069774222019968,-0.06575846222526707,0.08557302339797081
131,-0.09172527990080578,-0.1672204216847678,-0.09825199119261221
132,0.12035285329374401,-0.08248866380668238,0.13487269336114818
133,0.07369133651998491,-0.0988645492142139,0.07942763662625021
134,0.1245512984627644,0.03254386060545351,0.10323317578149352
135,0.10782075682588818,-0.04535410102820436,0.11842947832107167
136,-0.006439370100076098,-0.09113931429105278,-0.00816216053954767
137,0.09123265096453452,-0.06251499822360775,0.09885821445300894
138,0.08508089108187578,-0.035651015063767104,0.1092515315986901
139,0.1526110770565963,0.00017431389489950056,0.138562969315281
140,-0.031674110284836104,-0.02171396654285783,-0.010675158285999586
141,0.10510918342511771,0.019032093695753628,0.12079183750347734
142,0.07608825985414139,-0.07969340421255186,0.04290415515820924
143,0.029864898583685656,-0.03805468595813,-0.0032662535042514026
144,0.08853195962211229,-0.06886184611721367,0.08943604970872804
145,0.13366127823752522,-0.0525441526246102,0.1417638828679803
146,0.09482002044373147,0.021469688670603195,0.09875240111258739
147,0.07791189049914697,0.007608607772669189,0.08104409319665953
148,0.02769127587715129,-0.07159964897468216,0.025495799840307636
149,0.11578886743912244,0.003288038062108514,0.12820743220721798
150,0.07431735881794292,-0.04917696620868034,0.05933836128181732
151,0.11745696202700803,-0.05347352396166985,0.1240108975682298
152,0.24226340478650873,0.0566003498771502,0.24589066194836526
153,0.10163534362047329,-0.11760093197243361,0.058261322790212206
154,0.13652424010816316,0.030975866362527523,0.14661042889790715
155,0.13316943468877743,-0.03249146775683027,0.11727179681747467
156,-0.05084875462766666,-0.13143096949734306,-0.027983121400672325
157,0.18404477489616164,0.06831523785160121,0.16770135500417552
158,0.10534600916390104,0.05667472586556563,0.1149964451937719
159,0.13248421005733507,0.11867173643018944,0.1078154020622202
160,0.024062339000277974,-0.03764103485415423,0.03306961324254529
161,0.2100500411583268,0.0629348223495465,0.2242003606003338
162,0.13249997442185496,0.023092218717718386,0.10896440748346573
163,0.09921338513782896,0.013275311782343494,0.11102151197992326
164,0.1754138327018943,0.026540490341913227,0.17321894864504195
165,0.1206891610322373,-0.01413189872181417,0.1203185644186765
166,0.023548540140999403,-0.11901528527993668,0.023273975568342965
167,0.14486433902142884,-0.04383734393654398,0.1551722904621814
168,0.07447429150935252,-0.034613436684630725,0.06416501382357453
169,0.052938560059649815,-0.057736084381934206,0.07110512631377976
170,0.14436627888058856,-0.004194721546713133,0.12482710714928583
171,0.13213286964660284,-0.05679617614120844,0.13343668396154282
172,-0.013388794038188791,-0.14026122003088062,-0.020572985005165693
173,0.025852264197133767,-0.0081193347982062,0.035211264336673015
174,0.027168181193010902,0.012027856905863322,0.03540681176348883
175,0.0605401528572403,-0.062088532833799455,0.08759829093363102
176,0.11364282239236463,-0.08715358407574644,0.12156639261094432
177,0.25762800868364505,0.03325203855781414,0.29192293242598294
178,-0.004836692293492214,-0.1564327136256262,0.0005739821721447896
179,0.11780300105936478,0.04504113044671583,0.1182017783594686
180,0.06577553227065473,-0.08822960607675989,0.06099847524757529
181,0.08119465017591627,-0.03442499083238286,0.07045590723888329
182,0.12386320734721619,-0.0015520891567154136,0.14129533711380032
183,0.08373355898593927,-0.0059571797244785665,0.08422662717458858
184,0.030290161209856538,-0.10712992576509191,0.025180741766736413
185,1.658520493307205e-05,0.0038510770769004375,0.004357399993472096
186,0.13796307234087718,-0.04645858934300977,0.13265520346056053
187,0.028711462425645432,-0.06350878212732232,0.02110570099859181
188,0.11115578929541506,0.010438202873050592,0.11031166140770923
189,0.09540797804042073,-0.06885264767964111,0.07569343060383067
190,0.10016280992081818,0.05071442153130658,0.08642541713310764
191,0.04554883702349586,-0.019345031694884364,0.07099518726041877
192,0.051827984968808,0.052743505126200504,0.06363626600618391
193,0.19423296223958972,0.043884700506526264,0.17988758808042163
194,0.1275599917329912,-0.0002718386109417925,0.1112988743346329
195,0.16278397931009553,0.022188698895760615,0.15778554945726486
196,0.025707106151108626,0.010840616270650383,0.023583744418696543
197,0.09823526269712606,-0.005913281483110976,0.11822146243809391
198,0.12611450015593534,-0.03373600983566451,0.13814429479421553
199,-0.04469935566666176,-0.053287086832245686,-0.03404344350179677
200,0.10814170707091722,-0.016523453142382395,0.12029484600526376
201,0.1572299902777932,-0.027278383476670734,0.1473263216553637
202,0.1593677566679525,-0.058446815783811834,0.14854987186791233
203,-0.04493874890407795,0.001978632519504278,-0.05535902875004736
204,0.16717319559478258,0.05150422233872654,0.1456542402217295
205,0.16062210101869823,0.07440051780925681,0.16974612755318086
206,0.09607530035856374,0.07040831784332026,0.1054556082151113
207,0.10720085417197935,0.019735871119428663,0.11004935364463733
208,0.13121218047502758,0.05329731972069396,0.12340807676218316
209,0.029942412715591827,-0.01859383692540901,0.015978693017066392
210,0.14918261193516835,0.032145485264941126,0.15115506087118405
211,0.12208824917619458,0.02145320946161707,0.12417068508249977
212,0.13324449914477693,-0.06602993655156843,0.1314386215329765
213,0.17897304714291146,0.052220800761999094,0.17402249293054514
214,-0.030173575805723354,-0.060074774730472506,-0.062259440398216695
215,0.18583242001836892,0.03649944465190162,0.16559267298544322
216,0.051417251318553105,0.009284986916463641,0.054206774506640146
217,0.03418023021357353,-0.03255553217941128,0.037954303040798235
218,0.12528801820283073,0.04808763349426528,0.11867377355846673
219,0.04070319801267681,-0.06709951451390872,0.015463318101734623
220,0.1643490248946977,0.06367625804361834,0.16746946332356488
221,0.058541311145431346,-0.12433762337786444,9.429546560744918e-05
222,0.07562489667910116,0.00306311677434935,0.08334687330999963
223,0.0023688018383494075,-0.11567585428738394,0.0059091738637160225
224,0.1063900554138529,0.008991734791610594,0.08568826613890168
225,0.20509207467516083,0.03803096182959341,0.1993950899443745
226,0.03871090404365684,-0.062173618095577164,0.043339469180934384
227,0.08245028573874652,-0.04887133627782987,0.07656789774814059
228,0.08466700940341819,-0.04050911953682052,0.07616464292523908
229,0.07499133800427613,-0.07691248572122039,0.05869999252177834
230,0.07683041791864043,0.05844224431566559,0.07487985624330411
231,0.10332384947267027,0.041519333929709475,0.10591003876493134
232,0.12128383147964401,0.028301359493444422,0.1266339372233359
233,0.08011479393742268,0.0655636920515078,0.06561659077843741
234,-0.05649518471299579,-0.12225037527746505,-0.04601177329121259
235,0.10798646288375384,-0.05659816858786648,0.08389186965625371
236,0.19990576145878744,0.08577282429680501,0.18335153989824046
237,0.18085906282960967,0.05987024693373504,0.1849666301747566
238,0.08605121608523796,-0.02808696842991337,0.08966102148064853
239,0.10279336480855314,-0.039226827151397727,0.09064855751250439
240,0.15443857322217341,-0.06419151266425292,0.1420025361401329
241,0.22798008472404913,0.048244721213890285,0.22089323906473585
242,0.11015574449421155,0.007062405617932452,0.09794731112965217
243,0.09863939859289154,0.0037107461921568018,0.10615013790623724
244,0.13168349875894006,-0.03531937772790421,0.1216428486615429
245,0.01583599676654132,-0.06380658307085606,0.033393813269901665
246,0.1333415910514121,-0.03575760368559087,0.11866272945462487
247,0.09625919587713751,0.0028931382435172614,0.09881203401123925
248,0.11767876085256404,0.04320747313373895,0.1215278952250966
249,0.009975942837281253,-0.07615351592266717,0.006354925918405976
250,0.10382341058467218,-0.017454237629338842,0.12294904981743673
251,0.10112826694802843,-0.056660313956977244,0.06548449400917515
252,0.07885698311547423,0.04109531885842239,0.06632513506036809
253,0.12296645098007548,-0.028007194534855142,0.08470561176969005
254,0.06901262206161786,0.01083424160938626,0.05350318281166786
255,0.11259952137051173,-0.02765576669992932,0.11455942544687578
256,0.026183918710857092,-0.06959884938989401,0.0330277491251754
257,0.056353469794923935,-0.07022050617732752,0.05118873528612285
258,0.07113447749865953,-0.014103636741840144,0.07643245240570418
259,0.0176376094677776,-0.014098412392319966,0.026333519154806563
260,0.032585078541073655,-0.07534807534141709,0.03456043554013634
261,0.110972253385952,0.0064101075258784146,0.10098695583158576
262,-0.03155160191474725,-0.12278240720920809,-0.009238927323598678
263,0.059067547804103,-0.03688642969939274,0.06556851851913122
264,0.061564063115180576,-0.07321401598539026,0.06124167596600077
265,0.17399019774661437,0.05085880043347913,0.1743701973962227
266,0.0741906837928919,-0.010153946267322203,0.04727971207944034
267,0.09719555485699531,0.024575704725481786,0.10584208086481031
268,-0.04329029711761868,-0.1423527644465643,-0.0927629818617941
269,0.14268052646830398,-0.0517647791343919,0.1217788930974041
270,0.14337665595377247,-0.06865596868272518,0.14075940246602814
271,0.10811537403298124,-0.0056448941235862264,0.11606002640883685
272,0.058113377738026314,-0.08937550108778652,0.06852915241483018
273,0.04465939487803409,-0.11205499650396329,0.03324480720828793
274,0.05280071750793217,-0.07615901513473651,0.028884226660727853
275,0.09082647759442226,-0.08912767847989535,0.10511441077185184
276,0.14792582251680372,0.0036481584782520273,0.13340273312946774
277,0.08966567085076806,0.03348810024529353,0.10270146096723361
278,0.13141803829444137,0.017756120877675193,0.12038524109198713
279,0.17948174903630953,0.048058710214517346,0.15981971103521767
280,0.1636464840094913,0.05903481089360914,0.15893282418240529
281,0.028216508920037586,-0.0734153118680168,0.01127140071080376
282,0.1614639463469581,0.020115581748812054,0.16051709266263195
283,0.12939056296260582,-0.019557592806934337,0.12263528633703935
284,0.15603712270539558,0.037619207398558514,0.12916471092667625
285,0.056172016843068835,-0.06765615772386444,0.061896142978753066
286,0.08083729202749343,-0.03538194228997921,0.05891514611149337
287,0.0804595416335755,-0.04236709114164214,0.09078161902305357
288,0.044659660452050866,0.04188177457294168,0.042623850976868646
289,0.09218653989419705,-0.08303489287011617,0.06324330108717875
290,-0.004222484114267249,-0.07816036610256578,-0.001038401699509303
291,0.09525960266811759,0.0389031370533568,0.09346755390134862
292,0.08730726515685718,0.01783384213261111,0.09648211466861988
293,0.08215031221255246,-0.02390203666332532,0.07139594005640681
294,0.13303030483672904,0.014022876142288304,0.13624910708618782
295,0.15707244067488052,0.0012732482790378703,0.15320251690453315
296,0.24219076662411504,0.05970694508859684,0.2416374821800105
297,0.2102128384135971,0.06661259096626755,0.20101558384839008
298,0.16027558924313873,0.09858486107084044,0.12344285249312531
299,0.006235154914855693,-0.05542702970877623,-0.03575162004691875
300,0.18769052958134505,0.012430618081009816,0.16287516004806116
301,0.161879383638279,0.00852281660287281,0.15045840508653033
302,0.03171198090841315,-0.02212716385670216,0.04148691679768742
303,0.1364759434255438,0.09759693399723894,0.13976975239680334
304,0.1854322363013674,0.023585431608661892,0.16089303209886993
305,0.12634546955202597,0.06423611393084534,0.13924848720999453
306,0.11253898266776045,0.007055819094160418,0.11016883992665935
307,0.05817197400308293,0.03588871195109244,0.05996812001242995
308,0.16936844182103683,-0.023763340540166045,0.160393038004733
309,0.13494837843530638,-0.07884547390253574,0.12336049308872854
310,0.014173713156946254,-0.03142831262244095,0.016993532780473
311,0.15099090469750018,0.05702966624003977,0.15076138977206388
312,0.09618313923913407,-0.022492993957961168,0.09618020099040021
313,0.10281285361967099,-0.012956325972651818,0.12616537436609704
314,0.06571000197668761,-0.0741128549509369,0.054267958383744486
315,0.11822212243677964,-0.08627277992932829,0.12065694560633046
316,0.0004539575462604901,-0.043332457728858464,-0.007540906899110563
317,0.16014751143116662,0.0047801454352877195,0.15938878024915287
318,0.05197117888612276,-0.07993652346324938,0.049781258146242895
319,0.07949865643088934,0.011327312696379557,0.0585176642273328
320,0.12560911078622364,-0.0036156182184035757,0.13257094886616486
321,0.0306444873787546,-0.012233362833529262,0.04132985900637816
322,-0.008066461439844054,-0.0638688934781431,-0.004041369995736509
323,0.1340453673495725,0.04592391907487294,0.13702816284863242
324,0.21095347543118312,0.050322448801802554,0.23304442691499833
325,0.03027298032119398,-0.07416137356398027,0.031185392820558808
326,0.06161298150066327,-0.08159085864936491,0.07095526504103182
327,0.058135342185085676,-0.019137777574550187,0.0501953419609054
328,0.13457430768976417,-0.007942445554163954,0.14032154878149186
329,0.027492801290899507,-0.07068056290376218,0.03191825016115846
330,0.04907231856633998,-0.0705390233788975,0.059088314406125754
331,0.1138550168070906,-0.07885436207747752,0.11034835947466441
332,0.036796990349334605,-0.01090453971795178,0.030864771135940532
333,0.12097425056217809,0.04549264143393335,0.13279469293937338
334,-0.042514151933508326,-0.14053015461700205,-0.0384602735768685
335,0.09385199017792466,0.02706585222800699,0.08816029413941565
336,-0.028414934061923556,-0.0972508382989275,-0.011954565992799177
337,-0.0028281782972378604,0.0005021195326627893,-0.0034214716901117487
338,0.1697956460482461,0.04794421523892362,0.18155337697945934
339,0.12373993710578973,-0.05698237826255473,0.10334151255512576
340,0.031174221018345775,-0.028420672812717394,0.03887738243518701
341,0.03384462295135634,-0.07821989400773065,0.0015626873882739459
342,0.0824937847257777,-0.06941990667541548,0.08020440333049636
343,-0.03266796683148321,-0.03006852719731916,-0.012255144669367161
344,0.05653720131643438,-0.09231632683871188,0.04215223257039488
345,0.061384607384194705,-0.10626516558690965,0.039924842629268126
346,0.13092713561707398,-0.008296120320391589,0.13891400427006728
347,0.11662277952911868,0.03229813932389477,0.12456605491031668
348,0.07375491002697321,-0.04068491982183738,0.07397847100082322
349,-0.013612393218999574,0.035831945996893384,0.0034242851575042666
350,-0.07983912940934934,-0.13469580042797777,-0.07463216678167046
351,0.08550294158575081,-0.031523595937645914,0.09410678685610573
352,0.039279939072142514,-0.01907297017465729,0.049778937348984115
353,0.07232607636991999,0.011808194622428688,0.05013562452142314
354,-0.017279177179551256,-0.15050897506173033,-0.013129243662835523
355,0.049723055058410355,-0.010751739806763517,0.0665877546860224
356,0.03988165724174603,-0.03692465021356889,0.012137733701907296
357,-0.027645971567113257,-0.11382852883083358,-0.049913175227546756
358,0.08927942351673553,0.033859194581885084,0.1038610740597149
359,0.04717405153165581,-0.11464188277733588,0.06524678702843428
360,0.1384880126413846,-0.011423278617996732,0.12997067025726858
361,-0.029043906009411733,-0.14035742842971557,-0.05813208873151107
362,0.07434039053551737,-0.10063774178966844,0.055272346225215235
363,0.05796090050424481,-0.048353778244634264,0.0463221560681321
364,0.008835289624608392,-0.06256322698093955,-0.010642125213082698
365,0.09541052652161813,-0.034352268100763694,0.0977814493552178
366,-0.003586613801087217,-0.11463060283901101,0.002373173687016152
367,0.13832689894458094,-0.02983079229172347,0.15591452860722063
368,0.08945727620335109,-0.03598944224272331,0.0601043576192972
369,0.02453561398014832,-0.12321626983381455,0.01868411319420631
370,0.15631162617713412,0.09315766759775437,0.16246655700120904
371,0.1066148422382224,0.05707337166812458,0.09760265511236885
372,0.19304063469786095,0.03214805000231881,0.1767470652659229
373,0.056188918697640734,-0.1053315606842183,0.05239600794885419
374,0.17023529305484783,0.08789363731216371,0.18366695517774545
375,0.15464913701324412,-0.0034529468008268433,0.15806941492286417
376,0.10885499937027697,0.01429882381320803,0.10911733164463752
377,0.15235873285434093,0.008067664928274109,0.14811683433150333
378,0.14645285263448252,-0.020163008677372106,0.1432694535039233
379,-0.06912346755975536,-0.08488773501395958,-0.07576136233542895
380,0.12121594138901613,-0.00019361284571678763,0.12520534517533838
381,0.004536550374904618,-0.04783552620964489,0.017702123497118638
382,0.033715159118043944,-0.06901276840760699,0.02208963364769812
383,0.11848589016031835,0.06636185823975473,0.11805993641695943
384,0.06687203060087442,-0.003744200353434627,0.07707534403774223
385,0.02445789820928349,-0.029747647975774234,0.04722330264901212
386,0.162804090846866,0.08247375693603054,0.16758435262819485
387,0.16167943427953094,0.10112876321109762,0.16288528266291066
388,0.1897261313441857,0.059452555095181395,0.18725627841187076
389,0.08459319201249366,-0.06606346453894162,0.07985597325588753
390,0.10377527263689483,-0.025099149323533018,0.10143770459489702
391,0.07525794491411494,-0.04714136602934011,0.08928178697013932
392,0.13513654804080819,-0.053369855037216515,0.14401772715644276
393,0.0008441315398162615,-0.013821098917782533,0.03088389021790355
394,0.02565910497592394,-0.02651365188556758,0.013691733013544533
395,0.12246536971582504,-0.05741391413717758,0.13630719445503592
396,0.1528384476795321,0.015380944171827686,0.1396882703937405
397,0.08272859021735585,0.0009489611492727591,0.09685985960352257
398,0.11419125990813277,-0.0833463548253347,0.13421736833165607
399,0.07078366502668362,0.000637194563502859,0.08912301654254202
400,0.11658277701806205,-0.008412341069766445,0.11840631839096494
401,0.12580321116442506,-0.06791621317789111,0.12382520269456468
402,0.11259893862329655,-0.11418928498174542,0.10719209344661498
403,-0.025158136139474405,-0.14296965382550583,-0.023749525636787956
404,0.1284092349845215,0.04028101484199993,0.12782963061940578
405,0.020106939856917264,-0.012550171560064972,0.018962191634100563
406,0.007741360570649006,-0.02097906738619251,0.016392008952087905
407,0.12270005462272758,-0.004025929286453721,0.13282664064975475
408,0.11765492235884208,0.019825894029593637,0.11792439184995249
409,0.09183764688981376,-0.02430335345048026,0.0938626498436364
410,0.09939817333910035,0.026044336137685187,0.13591852269094173
411,0.08990344202357947,-0.04048622600501927,0.07181702954681389
412,0.08297450513724391,-0.04793102268571746,0.08919019565347636
413,0.11428740408642164,0.050979984048694076,0.12017829345001577
414,0.1301256879446784,0.02515376488683707,0.10411779094567462
415,0.025913738519142367,-0.1963166453212034,0.03182974364232718
416,0.11929346676347836,-0.0375622151306506,0.12320519235937095
417,0.08366171149143166,-0.06868642108884655,0.07352659424826859
418,0.026811398048991363,-0.08782141295014427,0.022165873589078258
419,0.10160268022095248,-0.02823278472031397,0.08041189783575621
420,0.09150466881938239,-0.04458426782648923,0.08147889071195079
421,0.12922859969740702,0.07210592337322388,0.12701660056001224
422,0.17667909665730588,0.03953415039559124,0.172627465801843
423,0.1657299901775652,-0.008946500865446403,0.146232983678568
424,0.14072393534144967,0.0036277448604979832,0.13223947284290075
425,0.16274751391424802,0.09670077338999976,0.15467619510314473
426,0.10564654737031201,-0.013255208207108063,0.10534927846432415
427,-0.05967669370883308,-0.12619177451805558,-0.05302098641478345
428,0.05895323900390155,-0.03697843198610971,0.06692639158217384
429,0.07548067657403561,-0.02192631325649114,0.06936954718725129
430,0.1079984999013093,-0.10108341227354058,0.09564304091867715
431,0.13109063185707678,0.0427549473977293,0.1185815320293296
432,0.03950288631290517,-0.07579034489653634,0.028219281607245975
433,0.06101799834210621,0.009992569007788919,0.04042587848223012
434,0.056568383737471035,-0.018703824634208426,0.05955375944422412
435,0.16426009084789123,0.08455811872145881,0.17950545670230716
436,0.05934824137485001,-0.021783146100306596,0.04937230464485138
437,0.15334954203286924,0.03853497213100308,0.15098745153702034
438,0.028556208992487817,-0.0591110774920987,-0.004988873425442555
439,0.06850030191145522,-0.03611182635994138,0.0542926239953008
440,0.07774820280812687,-0.09432675941271378,0.07296619420255206
441,0.1302674879173624,0.026666950843297364,0.12821362539659437
442,0.0905751907752608,-0.08333044316138317,0.07634649953124632
443,0.061078711298889726,-0.10146407081641268,0.07292063270682188
444,0.013004279835986517,-0.10850310617981998,-0.004526121258238055
445,0.11695661395657565,-0.025508027668651876,0.09845335170224055
446,0.1838300459153672,-0.0068115272124965615,0.15566842551237126
447,0.09929341310439654,0.10780324530802346,0.0992104629915414
448,0.01812407830009849,-0.11560435025480853,0.019931428201816988
449,0.05880136183218482,0.011671546374544404,0.05650647318141888
450,-0.000822266768230296,-0.01026042279545557,-0.026293097184833344
451,0.07987572053608268,-0.01134434586051734,0.08804464681808981
452,0.1723961435683947,0.011265698484576646,0.1675420881844612
453,0.10979475193662684,-0.04080237563051816,0.10644092613703839
454,0.09279926721591764,-0.005599514492401841,0.10345972046717013
455,0.0021809142049852093,-0.023299266307159498,0.012054334611893123
456,0.20844227713425856,0.05345160593465179,0.19715401504271057
457,0.08330669029288719,0.057309618077124404,0.08239563901387398
458,0.13704710724380006,0.03689496081882616,0.13823875279368528
459,0.08357523823990277,-0.08830570118066776,0.09047249687059317
460,0.20009524220791144,0.07107584276111883,0.20298258462809673
461,0.02232602410669436,-0.13577456610975414,0.03036796328575577
462,0.09495891980594592,-0.10457254299388224,0.09400225724752227
463,0.14210449531674063,-0.03017451900556022,0.14157996151277102
464,0.13591054660697424,0.03675298483528469,0.11313035981956944
465,0.12045420029575897,0.023518443001232785,0.10270024170513502
466,0.13141209661406972,0.03321956138191212,0.12128390756216467
467,0.1250979252141171,-0.01092973346099312,0.09290148722394576
