match_id,period,time_period_s,attacker_key,reason
J03WMX,2,226.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,226.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,226.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,226.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,230.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,230.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,230.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,230.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,230.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,234.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,234.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,234.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,234.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,234.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,238.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,238.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,238.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,238.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,238.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,242.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,242.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,242.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,242.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,242.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,246.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,246.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,246.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,246.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,246.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,250.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,250.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,250.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,250.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,250.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,254.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
